Category,A,B,C,D,E,F,F.1,F.2,F.3,F.4,F.5,F.6,F.7,F.8,F.9,G,G.1,G.2,G.3,G.4,G.5,G.6,G.7,G.8,G.9,H,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,I,I.1,I.2,I.3,I.4,I.5,I.6,I.7,I.8,I.9,J,J.1,J.2,J.3,J.4,J.5,J.6,J.7,J.8,J.9,Selected,No,t-SNE-x,t-SNE-y
Bearing,-0.920328328,-0.623064584,-0.552370377,-0.667134425,1.167548934,0.969333,0.021,0.00433333,0.00233333,0.001,0.001,0.000333333,0.0,0.000333333,0.000333333,0.153667,0.105,0.115667,0.109,0.075,0.107333,0.089,0.0946667,0.075,0.0756667,0.110333,0.235,0.160667,0.14,0.103667,0.089,0.073,0.0506667,0.0273333,0.0103333,0.009,0.0473333,0.0956667,0.153,0.178667,0.167667,0.163333,0.105333,0.0603333,0.0196667,0.0243333,0.138667,0.192333,0.119,0.028,0.037,0.133667,0.184,0.126667,0.0163333,No,355,-2.779725172826741,9.29628791217065
Bearing,-0.920368118,-0.623136547,-0.55237394,-0.667134425,1.167544092,0.987333,0.00866667,0.002,0.00133333,0.000333333,0.0,0.0,0.0,0.0,0.000333333,0.159,0.115333,0.119667,0.111667,0.081,0.0966667,0.0886667,0.0843333,0.0703333,0.0733333,0.104333,0.234333,0.177,0.133667,0.116,0.0916667,0.0696667,0.0423333,0.0223333,0.00866667,0.0146667,0.063,0.108,0.145333,0.175,0.167667,0.151667,0.110333,0.0516667,0.0126667,0.0203333,0.141667,0.184333,0.120667,0.0303333,0.0263333,0.119667,0.187667,0.141333,0.0276667,No,356,-2.4239960405049357,9.476392440712134
Bearing,0.454591898,-0.108403455,-0.103081895,0.237078796,-0.715100879,0.955,0.0336667,0.00566667,0.00266667,0.001,0.000333333,0.0,0.000333333,0.000666667,0.000666667,0.098,0.113667,0.178,0.229,0.249,0.0466667,0.0193333,0.0236667,0.019,0.0236667,0.0456667,0.119667,0.152333,0.175,0.169,0.126,0.094,0.053,0.0403333,0.025,0.025,0.0973333,0.208,0.222,0.178,0.128333,0.0746667,0.0416667,0.0183333,0.00666667,0.00366667,0.035,0.126333,0.208667,0.113333,0.0466667,0.234333,0.153667,0.0643333,0.014,No,358,8.533656024986266,2.3222224220082923
Bearing,0.450601277,-0.108235317,-0.102291098,0.221876567,-0.713003963,0.975,0.0186667,0.004,0.000666667,0.000333333,0.000333333,0.000666667,0.0,0.0,0.000333333,0.111333,0.111667,0.185333,0.226333,0.242333,0.0473333,0.0183333,0.014,0.018,0.0253333,0.0333333,0.112,0.134,0.177333,0.175333,0.139667,0.103,0.061,0.041,0.0233333,0.027,0.114333,0.212667,0.219667,0.191333,0.111667,0.0696667,0.0353333,0.0153333,0.003,0.007,0.0453333,0.142333,0.213667,0.0953333,0.0536667,0.195667,0.158,0.0673333,0.0216667,No,359,8.414783402302891,2.327387751784246
Bearing,-0.634517878,-0.657407205,-0.318310486,-0.546027596,0.177500633,0.959333,0.033,0.004,0.001,0.000666667,0.001,0.000333333,0.0,0.0,0.000666667,0.0873333,0.0986667,0.106,0.11,0.112667,0.131,0.155333,0.099,0.0743333,0.0256667,0.061,0.210667,0.196,0.140333,0.119333,0.0973333,0.082,0.048,0.0306667,0.0146667,0.006,0.0403333,0.0776667,0.137333,0.164667,0.175333,0.167667,0.127333,0.076,0.0276667,0.0486667,0.161,0.180333,0.098,0.0186667,0.0233333,0.118333,0.181667,0.136667,0.0333333,No,360,-3.4725917200439946,9.111686225239914
Vase,0.279004533,-0.539400221,0.239655593,-0.618589494,-0.6736109,0.904,0.0696667,0.0146667,0.00466667,0.00166667,0.003,0.001,0.000333333,0.000333333,0.000666667,0.0593333,0.0503333,0.118,0.21,0.190667,0.157667,0.062,0.0483333,0.051,0.0526667,0.033,0.0976667,0.182667,0.224667,0.218667,0.129667,0.0643333,0.0353333,0.009,0.005,0.0136667,0.0436667,0.097,0.147667,0.179333,0.208,0.159333,0.0943333,0.0453333,0.0116667,0.0383333,0.134667,0.183667,0.115667,0.0163333,0.036,0.144,0.189,0.113333,0.029,No,361,-5.422198576759306,5.722493404296027
Vase,0.155119712,-0.578869048,0.181093867,0.043921069,-0.493936543,0.998,0.00133333,0.0,0.000333333,0.0,0.0,0.0,0.0,0.0,0.000333333,0.194333,0.0976667,0.09,0.156,0.0843333,0.146333,0.118667,0.033,0.0283333,0.0513333,0.0353333,0.112667,0.178667,0.209333,0.136,0.111667,0.0923333,0.057,0.0416667,0.0253333,0.022,0.0926667,0.163333,0.231333,0.221,0.159667,0.0766667,0.027,0.00533333,0.001,0.01,0.0783333,0.208,0.167,0.0273333,0.0646667,0.222667,0.174,0.045,0.003,No,362,0.6216912413374966,-0.4122075307504166
Vase,-0.467943934,-0.760346291,-0.039844849,-0.680420406,-0.350330494,0.913333,0.0693333,0.00766667,0.004,0.00266667,0.001,0.000333333,0.0,0.001,0.000666667,0.211333,0.117,0.110667,0.113667,0.164,0.121333,0.02,0.021,0.0256667,0.0953333,0.044,0.139667,0.180667,0.232,0.121,0.0743333,0.0686667,0.057,0.0466667,0.036,0.00733333,0.047,0.106,0.177,0.207,0.195,0.112667,0.08,0.045,0.023,0.0233333,0.107333,0.197333,0.139333,0.036,0.0306667,0.145333,0.190667,0.109667,0.0203333,No,363,-4.855248585321059,6.613598068725792
Vase,0.490811766,-0.518777028,0.258164518,-0.708653116,-0.645594246,0.859333,0.0993333,0.021,0.0113333,0.00266667,0.001,0.001,0.00166667,0.00166667,0.001,0.01,0.00966667,0.098,0.298,0.241667,0.126667,0.0516667,0.0426667,0.056,0.0656667,0.0283333,0.0826667,0.125,0.146333,0.177,0.159333,0.119333,0.0943333,0.0516667,0.016,0.016,0.0806667,0.145667,0.21,0.210333,0.165667,0.105,0.0466667,0.0153333,0.00466667,0.0156667,0.075,0.190667,0.171667,0.035,0.0626667,0.194667,0.184,0.0623333,0.00833333,No,364,-0.45130377309109476,-9.85639644248308
Vase,1.703715083,-0.795166425,2.835592889,-0.342777634,-0.740465765,0.949333,0.0366667,0.007,0.00333333,0.002,0.0,0.001,0.000333333,0.0,0.000333333,0.005,0.00933333,0.013,0.0696667,0.203667,0.21,0.174333,0.188333,0.114333,0.0123333,0.0176667,0.0433333,0.0636667,0.0956667,0.119333,0.159,0.151333,0.153333,0.131,0.0656667,0.00866667,0.0343333,0.058,0.100333,0.131333,0.178667,0.181333,0.156667,0.109,0.0416667,0.0356667,0.142333,0.181333,0.118,0.021,0.0243333,0.115667,0.187333,0.138,0.0363333,No,365,-12.991307282644776,2.7904308905566717
Vase,0.149993927,-0.748799212,0.590071293,-0.424665268,-0.586619155,0.983,0.0136667,0.00133333,0.001,0.0,0.000333333,0.000333333,0.0,0.0,0.000333333,0.0903333,0.155667,0.21,0.135333,0.07,0.073,0.0713333,0.076,0.078,0.0403333,0.0333333,0.092,0.156333,0.193,0.231667,0.122667,0.081,0.0443333,0.0306667,0.015,0.00833333,0.0456667,0.0976667,0.156,0.203667,0.215667,0.163667,0.086,0.021,0.00233333,0.0306667,0.137333,0.195667,0.110667,0.0216667,0.027,0.125667,0.198667,0.129333,0.0233333,No,366,-7.312476148350698,5.276584828305269
Vase,0.114792195,-0.793670665,0.727965634,-0.675054914,-0.716378589,0.993667,0.005,0.000333333,0.000333333,0.0,0.0,0.000333333,0.0,0.0,0.000333333,0.0626667,0.0963333,0.341333,0.374333,0.0273333,0.0266667,0.032,0.024,0.0106667,0.00466667,0.0306667,0.0743333,0.118333,0.170333,0.214,0.231,0.124,0.0253333,0.009,0.003,0.00833333,0.0373333,0.0683333,0.113,0.164333,0.195333,0.203,0.147333,0.0543333,0.00866667,0.0276667,0.145333,0.180333,0.118333,0.0206667,0.018,0.116667,0.190333,0.154333,0.0283333,No,367,-8.33812436523922,6.473288231096728
Vase,0.453655682,-0.80190407,1.207334682,-0.608752758,-0.749263999,0.965667,0.0246667,0.00533333,0.002,0.00133333,0.000666667,0.0,0.0,0.0,0.000333333,0.259,0.362333,0.198333,0.098,0.0356667,0.0136667,0.00633333,0.00933333,0.007,0.0103333,0.0253333,0.0666667,0.098,0.153667,0.194333,0.221,0.179,0.0396667,0.0176667,0.00466667,0.0106667,0.0366667,0.073,0.119333,0.162333,0.194,0.212,0.147,0.0346667,0.0103333,0.0263333,0.133667,0.200667,0.118667,0.0233333,0.0373333,0.131667,0.193667,0.122667,0.012,No,368,-7.777638010499656,7.126240221524391
Vase,0.65608905,-0.775808978,1.333203209,-0.031579074,-0.681108669,0.9,0.074,0.0163333,0.00533333,0.00266667,0.001,0.000333333,0.0,0.0,0.000333333,0.0653333,0.133667,0.101667,0.089,0.0986667,0.110333,0.171333,0.169333,0.045,0.0156667,0.0286667,0.0796667,0.111,0.142333,0.155333,0.191,0.140333,0.077,0.058,0.0166667,0.011,0.0376667,0.095,0.133333,0.170667,0.184667,0.189,0.108667,0.0536667,0.0163333,0.0346667,0.125667,0.196,0.126333,0.0253333,0.0326667,0.138333,0.187,0.113333,0.0206667,No,369,-9.314985981368018,3.8646230728678144
Vase,0.32786332,-0.800710959,1.076105121,-0.549221342,-0.699055188,0.931,0.049,0.0116667,0.00466667,0.00166667,0.000666667,0.000333333,0.000333333,0.000333333,0.000333333,0.227333,0.436667,0.086,0.0473333,0.0356667,0.031,0.057,0.025,0.0156667,0.0383333,0.023,0.0756667,0.118,0.165333,0.193667,0.244333,0.101,0.0426667,0.0206667,0.0156667,0.009,0.0333333,0.0666667,0.115333,0.157,0.175333,0.2,0.151667,0.0663333,0.0253333,0.047,0.168,0.166,0.107333,0.0173333,0.0276667,0.110667,0.172,0.149667,0.0343333,No,370,-7.2501535793176926,7.664106745024292
Vase,0.640606373,-0.801695578,1.524223438,-0.120109699,-0.68613139,0.993,0.006,0.000333333,0.0,0.000333333,0.0,0.0,0.0,0.0,0.000333333,0.193,0.106667,0.0886667,0.091,0.106,0.156,0.144,0.0166667,0.0156667,0.0823333,0.026,0.077,0.121667,0.133667,0.177667,0.195667,0.121667,0.0586667,0.052,0.036,0.00866667,0.0493333,0.0853333,0.139,0.186,0.203333,0.177333,0.0843333,0.0446667,0.022,0.0206667,0.123,0.194333,0.137667,0.03,0.0333333,0.140333,0.203,0.099,0.0186667,No,371,-10.506026276344064,3.907987422934979
Vase,0.58081726,-0.768842664,0.988187727,1.235826883,-0.707481585,0.989333,0.009,0.001,0.0,0.000333333,0.0,0.0,0.0,0.0,0.000333333,0.245333,0.149,0.207333,0.289,0.063,0.032,0.00533333,0.003,0.004,0.002,0.032,0.0853333,0.135667,0.207,0.227667,0.178333,0.101667,0.026,0.005,0.00133333,0.00833333,0.0486667,0.11,0.163333,0.229,0.230667,0.143667,0.052,0.0126667,0.00166667,0.0176667,0.119667,0.197667,0.140333,0.0226667,0.0286667,0.131,0.195667,0.127333,0.0193333,No,372,-7.873867112225559,6.16350878518198
Vase,-0.106634661,-0.74964125,0.33873498,-0.660108185,-0.551644091,0.947,0.039,0.008,0.00266667,0.001,0.000666667,0.000666667,0.000333333,0.0,0.000666667,0.257,0.144,0.226667,0.0663333,0.0483333,0.0473333,0.039,0.045,0.077,0.0493333,0.0426667,0.107667,0.177,0.223667,0.177,0.108333,0.0866667,0.043,0.019,0.015,0.011,0.0326667,0.077,0.121333,0.152,0.19,0.198667,0.131,0.0713333,0.015,0.0366667,0.154667,0.177667,0.107333,0.023,0.0223333,0.11,0.176333,0.150667,0.0413333,No,373,-6.780859346095892,7.627298408444901
Vase,-0.240407097,-0.697768511,0.080717858,-0.567234066,-0.35465505,0.989667,0.008,0.00166667,0.000333333,0.0,0.0,0.0,0.0,0.0,0.000333333,0.207,0.228,0.096,0.0603333,0.06,0.0666667,0.0486667,0.0536667,0.068,0.111667,0.0413333,0.133667,0.182,0.200333,0.145333,0.109333,0.0843333,0.05,0.0363333,0.0173333,0.0116667,0.0496667,0.101667,0.158333,0.174667,0.202,0.165667,0.096,0.0346667,0.00566667,0.056,0.171333,0.173333,0.099,0.0143333,0.027,0.103333,0.178333,0.146,0.0313333,No,374,-6.432357211739875,7.192903274380313
Vase,-0.331296145,-0.720962205,-0.032574503,-0.609902506,-0.577319326,0.987333,0.00933333,0.00133333,0.001,0.000333333,0.000333333,0.0,0.0,0.0,0.000333333,0.033,0.0493333,0.217,0.234333,0.282333,0.09,0.0263333,0.0206667,0.028,0.019,0.043,0.111333,0.207667,0.228667,0.213333,0.127,0.0423333,0.0203333,0.004,0.00233333,0.00833333,0.0506667,0.113667,0.175333,0.236333,0.199333,0.134,0.061,0.0186667,0.00266667,0.00933333,0.068,0.187,0.181667,0.049,0.038,0.161,0.204,0.0916667,0.0103333,No,375,-1.50022529502373,4.188689712680398
Vase,0.407570435,-0.722841994,0.71249166,-0.725516092,-0.595628001,0.961,0.0283333,0.00733333,0.00166667,0.000666667,0.0,0.0,0.000333333,0.000333333,0.000333333,0.009,0.0126667,0.0916667,0.115,0.093,0.290333,0.200333,0.146333,0.02,0.0216667,0.0263333,0.077,0.112667,0.157333,0.165,0.178667,0.165333,0.101667,0.014,0.002,0.0176667,0.0513333,0.0896667,0.135667,0.167,0.207,0.159,0.118667,0.0443333,0.00966667,0.043,0.159667,0.199333,0.0993333,0.0146667,0.0316667,0.134333,0.181667,0.119667,0.0166667,No,376,-10.634477265948803,2.866123111548977
Vase,0.014663862,-0.747585253,0.408049052,-0.618972743,-0.525537466,0.942333,0.0406667,0.0123333,0.00233333,0.00133333,0.0,0.000333333,0.000333333,0.0,0.000333333,0.118333,0.205,0.168333,0.177667,0.128333,0.118333,0.013,0.0366667,0.0196667,0.0146667,0.0386667,0.110667,0.142667,0.200333,0.21,0.168,0.065,0.0346667,0.0236667,0.00633333,0.0153333,0.055,0.108,0.152667,0.195333,0.199667,0.15,0.0753333,0.035,0.0136667,0.00966667,0.0973333,0.202333,0.159667,0.036,0.0283333,0.142,0.19,0.119333,0.0153333,No,377,-7.17977861707273,5.387782852319869
Vase,0.583251423,-0.754363924,0.910848134,1.214620413,-0.708267868,0.972,0.0236667,0.00333333,0.000666667,0.0,0.0,0.0,0.0,0.0,0.000333333,0.225667,0.151,0.209,0.296,0.067,0.029,0.0123333,0.00433333,0.00233333,0.00333333,0.027,0.081,0.130667,0.198,0.208333,0.184333,0.107667,0.0523333,0.00866667,0.002,0.0106667,0.0573333,0.099,0.161333,0.213667,0.223333,0.153333,0.062,0.017,0.00233333,0.0176667,0.133333,0.178667,0.138,0.0356667,0.0223333,0.124333,0.186,0.136,0.028,No,378,-7.9118823989983325,6.191612877137675
Vase,0.092252788,-0.796335996,0.714771435,-0.685530399,-0.726326229,0.993,0.00566667,0.0,0.000666667,0.0,0.000333333,0.0,0.0,0.0,0.000333333,0.094,0.103333,0.414667,0.277,0.0223333,0.0226667,0.0323333,0.0213333,0.00966667,0.00266667,0.0233333,0.067,0.114,0.152667,0.200667,0.215333,0.164667,0.0433333,0.0146667,0.00433333,0.0146667,0.0413333,0.0936667,0.134667,0.172,0.205667,0.205667,0.104333,0.025,0.003,0.044,0.153333,0.177,0.113,0.025,0.013,0.0996667,0.166333,0.16,0.0486667,No,379,-8.26832185386068,6.518212158169806
Vase,0.8606055,-0.509876449,0.62252603,-0.546027596,-0.666483032,0.998667,0.000666667,0.0,0.0,0.000333333,0.0,0.0,0.0,0.0,0.000333333,0.015,0.0316667,0.0616667,0.396333,0.221333,0.113667,0.071,0.03,0.0326667,0.0266667,0.0296667,0.0956667,0.160333,0.217,0.183667,0.138667,0.0833333,0.0573333,0.0243333,0.01,0.014,0.0656667,0.132667,0.170667,0.232,0.201333,0.126,0.0483333,0.00866667,0.000666667,0.0293333,0.136333,0.194,0.116,0.018,0.0316667,0.153333,0.176,0.123667,0.0216667,No,380,-1.7175491657923916,4.194965940550515
Fourleg,-0.217026265,-0.673475863,-0.031662593,-0.309051682,-0.417074969,0.956,0.0316667,0.00466667,0.00433333,0.00166667,0.001,0.0,0.0,0.000333333,0.000333333,0.117333,0.179333,0.181,0.118667,0.0956667,0.106667,0.0836667,0.0603333,0.0453333,0.012,0.0446667,0.120667,0.184667,0.207667,0.160333,0.119,0.0816667,0.0446667,0.0276667,0.009,0.0156667,0.0716667,0.157,0.248333,0.24,0.152,0.0823333,0.024,0.00766667,0.00133333,0.00466667,0.0816667,0.197333,0.18,0.051,0.0343333,0.150667,0.198333,0.0926667,0.00933333,No,381,-1.785348337368514,0.5664961996868871
Fourleg,-0.534544021,-0.524754687,-0.401456382,-0.170443128,-0.358342445,0.967667,0.0223333,0.00566667,0.002,0.00166667,0.0,0.000333333,0.0,0.0,0.000333333,0.134333,0.133333,0.152667,0.131,0.145,0.104333,0.055,0.0606667,0.0636667,0.02,0.0516667,0.145,0.218333,0.181333,0.174,0.107333,0.0686667,0.0326667,0.0136667,0.00733333,0.0116667,0.085,0.174,0.241,0.223667,0.137333,0.0753333,0.031,0.0176667,0.00333333,0.0183333,0.096,0.197667,0.165,0.022,0.076,0.193333,0.169667,0.0563333,0.00566667,No,382,1.037948063093727,0.5640085373873073
Fourleg,-0.079788659,-0.602968,0.035670924,-0.189222351,-0.312657666,0.895333,0.07,0.0206667,0.008,0.002,0.000666667,0.00166667,0.000333333,0.000333333,0.001,0.119,0.111,0.105,0.076,0.105667,0.098,0.141333,0.141,0.081,0.022,0.0393333,0.102333,0.191,0.166667,0.161667,0.111333,0.0793333,0.071,0.0603333,0.017,0.0206667,0.081,0.131333,0.181667,0.197,0.190667,0.131667,0.0493333,0.0136667,0.003,0.0216667,0.123,0.2,0.140333,0.0216667,0.0506667,0.178333,0.175333,0.0793333,0.00966667,No,383,-1.913732481287336,-9.410385870919551
Fourleg,-0.516128646,-0.491284368,-0.381880594,-0.729348587,-0.135351841,0.986,0.009,0.00333333,0.000666667,0.000333333,0.0,0.0,0.0,0.0,0.000666667,0.096,0.109667,0.112667,0.124667,0.147333,0.103333,0.0986667,0.0963333,0.088,0.0233333,0.0513333,0.151,0.193,0.180333,0.152667,0.117333,0.0773333,0.0503333,0.0203333,0.00633333,0.0263333,0.0943333,0.175333,0.232333,0.212667,0.135667,0.071,0.0356667,0.0116667,0.005,0.013,0.0926667,0.204333,0.161667,0.03,0.0436667,0.174,0.187667,0.079,0.014,No,384,0.07891533579500976,0.9970891251707589
Fourleg,-0.316634998,-0.497964846,-0.279308519,-0.695239385,-0.101276355,0.982,0.0116667,0.003,0.00166667,0.000666667,0.000666667,0.0,0.0,0.0,0.000333333,0.0573333,0.145,0.136,0.108,0.107,0.136667,0.114333,0.0973333,0.055,0.0433333,0.0373333,0.122333,0.189667,0.179333,0.175333,0.127667,0.071,0.0516667,0.0343333,0.0113333,0.0153333,0.0886667,0.178,0.253667,0.226333,0.133667,0.0623333,0.0233333,0.014,0.00466667,0.0143333,0.109,0.196667,0.145667,0.037,0.0363333,0.147333,0.191333,0.101,0.0213333,No,385,-1.2693223319132225,1.2908165089393546
Fourleg,-0.011725735,-0.523874986,-0.15099992,1.047651399,-0.404197166,0.971667,0.0216667,0.00333333,0.001,0.00166667,0.0,0.0,0.000333333,0.0,0.000333333,0.0176667,0.0276667,0.065,0.171667,0.145667,0.111333,0.157667,0.142333,0.128,0.033,0.0423333,0.110667,0.128667,0.139667,0.128667,0.161333,0.146333,0.107667,0.028,0.00666667,0.023,0.0933333,0.159,0.206667,0.188,0.155,0.0933333,0.0543333,0.024,0.00333333,0.00266667,0.0343333,0.134333,0.208667,0.110667,0.0323333,0.180667,0.19,0.093,0.0133333,No,386,-6.854642465744603,-1.1508649913631974
Fourleg,-0.554396487,-0.483927301,-0.430502143,-0.636346719,-0.010035584,0.990333,0.00733333,0.001,0.000333333,0.000333333,0.0,0.0,0.0,0.0,0.000666667,0.0806667,0.118,0.133333,0.163,0.126667,0.145667,0.0593333,0.076,0.046,0.0513333,0.062,0.161333,0.199667,0.175667,0.183667,0.108667,0.066,0.0266667,0.0126667,0.00366667,0.0313333,0.104667,0.193667,0.234667,0.186,0.127667,0.0646667,0.038,0.014,0.00533333,0.01,0.079,0.202,0.183333,0.039,0.0503333,0.186,0.182,0.0616667,0.00666667,No,387,1.146998706721421,0.6820501468165128
Fourleg,-0.065523063,-0.562236117,-0.03062957,-0.154091151,-0.365782114,0.995667,0.00333333,0.000333333,0.0,0.0,0.0,0.0,0.0,0.000333333,0.000333333,0.0533333,0.0643333,0.12,0.137,0.123,0.131667,0.175667,0.145667,0.0303333,0.019,0.038,0.109,0.188333,0.169667,0.188333,0.141333,0.078,0.0466667,0.0353333,0.00533333,0.0206667,0.08,0.160667,0.216667,0.222,0.174,0.0783333,0.0343333,0.0116667,0.00166667,0.0266667,0.114667,0.219,0.141667,0.025,0.0256667,0.144,0.191667,0.098,0.0136667,No,388,-2.080011866125829,1.3862379959545348
Fourleg,-0.451523871,-0.324941607,-0.430938507,-0.632130975,-0.368925794,0.995333,0.00266667,0.000666667,0.000666667,0.0,0.000333333,0.0,0.0,0.0,0.000333333,0.03,0.0926667,0.181,0.159333,0.145667,0.0903333,0.091,0.0863333,0.079,0.0446667,0.0523333,0.150333,0.211,0.180333,0.18,0.111667,0.061,0.0286667,0.0123333,0.0123333,0.031,0.109667,0.183333,0.217667,0.198667,0.144667,0.0583333,0.0346667,0.0156667,0.00633333,0.0153333,0.0883333,0.181333,0.171,0.041,0.0363333,0.156667,0.187667,0.0993333,0.023,No,389,-0.03873176039829013,1.1785716806134308
Fourleg,-0.842232676,-0.093593818,-0.625965084,-0.587290788,-0.098172861,0.988667,0.00933333,0.000666667,0.000666667,0.0,0.0,0.000333333,0.0,0.0,0.000333333,0.135333,0.218667,0.172667,0.0943333,0.0956667,0.08,0.065,0.07,0.0286667,0.0396667,0.0816667,0.200333,0.220667,0.208,0.115667,0.084,0.0416667,0.0226667,0.019,0.00633333,0.0363333,0.138333,0.214333,0.213667,0.181333,0.118667,0.0566667,0.0243333,0.011,0.00533333,0.00633333,0.0623333,0.175,0.212667,0.048,0.097,0.214667,0.133,0.043,0.008,No,390,6.74448677059798,0.6412637408481668
Fourleg,-0.259739963,-0.55769167,-0.1852482,-0.634302721,0.627376458,0.979,0.0153333,0.00333333,0.00133333,0.000333333,0.0,0.0,0.0,0.000333333,0.000333333,0.0433333,0.087,0.084,0.0863333,0.107333,0.0936667,0.152333,0.18,0.126,0.04,0.0733333,0.147667,0.113667,0.119,0.134,0.136667,0.0746667,0.079,0.0796667,0.0423333,0.0246667,0.0873333,0.150667,0.193,0.205667,0.154,0.0983333,0.056,0.0243333,0.006,0.0293333,0.115333,0.185667,0.151333,0.0243333,0.0563333,0.157333,0.177,0.0906667,0.0126667,No,391,-9.600583300645122,-1.7598748804492668
Fourleg,-0.280624608,-0.626506042,-0.117481881,-0.402692299,-0.237418527,0.997333,0.002,0.0,0.0,0.0,0.000333333,0.0,0.0,0.0,0.000333333,0.089,0.088,0.146,0.144333,0.0946667,0.108333,0.136,0.135333,0.0446667,0.0136667,0.04,0.110333,0.219667,0.177,0.135,0.123333,0.092,0.053,0.0413333,0.00833333,0.015,0.076,0.165667,0.236667,0.212333,0.172667,0.0833333,0.0296667,0.00766667,0.001,0.00166667,0.0423333,0.185,0.191667,0.088,0.008,0.104667,0.208667,0.135,0.035,No,392,-1.8350422880370598,1.9206365985889686
Fourleg,-0.549434541,-0.397708578,-0.455834364,-0.624721485,1.334958439,0.988333,0.009,0.001,0.001,0.0,0.0,0.000333333,0.0,0.0,0.000333333,0.0206667,0.0676667,0.0486667,0.0743333,0.0806667,0.0623333,0.126667,0.245,0.180667,0.0933333,0.0983333,0.0993333,0.0943333,0.149,0.161,0.112667,0.104333,0.094,0.0396667,0.0473333,0.039,0.099,0.166333,0.205,0.160333,0.114667,0.0803333,0.0673333,0.0473333,0.0206667,0.022,0.0963333,0.190333,0.146,0.0346667,0.0706667,0.186333,0.178667,0.0646667,0.0103333,No,393,-9.716509417251068,-2.144322576213119
Fourleg,-0.177049829,-0.425760802,-0.272189565,2.048187984,-0.22081169,0.999333,0.000333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333333,0.078,0.100667,0.103333,0.170667,0.151333,0.131667,0.128667,0.0876667,0.0266667,0.0213333,0.0473333,0.137667,0.179,0.183333,0.160333,0.138667,0.091,0.0433333,0.015,0.00433333,0.0366667,0.121,0.191,0.237333,0.18,0.129,0.0566667,0.0303333,0.014,0.004,0.0173333,0.0896667,0.186667,0.17,0.036,0.053,0.178667,0.182333,0.072,0.0143333,No,394,0.16598444992920552,0.4491789428270338
Fourleg,-0.445169303,-0.447241502,-0.377931952,-0.621655489,-0.148559845,0.956667,0.034,0.00566667,0.002,0.000333333,0.0,0.000666667,0.0,0.000333333,0.000333333,0.156333,0.113667,0.113333,0.135667,0.143333,0.0893333,0.0863333,0.095,0.0563333,0.0106667,0.047,0.129667,0.201667,0.19,0.16,0.119,0.077,0.047,0.0186667,0.01,0.032,0.146667,0.23,0.240333,0.173,0.102333,0.0466667,0.0196667,0.007,0.00233333,0.00633333,0.071,0.189333,0.183,0.0456667,0.0383333,0.185333,0.195667,0.075,0.0103333,No,395,2.23152473083433,0.27732034309404263
Fourleg,-0.40927477,-0.450169129,-0.357269708,0.387440333,-0.047248456,0.995333,0.00233333,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.000333333,0.127,0.109333,0.108333,0.158333,0.131667,0.139,0.0946667,0.0696667,0.0443333,0.0176667,0.0526667,0.157,0.206667,0.185333,0.182667,0.119667,0.053,0.032,0.009,0.002,0.0243333,0.0893333,0.18,0.233333,0.212333,0.136333,0.0676667,0.039,0.014,0.00366667,0.0153333,0.100333,0.2,0.152,0.0336667,0.0283333,0.160333,0.184667,0.105667,0.0196667,No,396,-0.3290211180314762,1.1624875535452641
